Tumor_SRR30510137,Tumor_SRR30510151,Tumor_SRR30510181,Normal_SRR28602760,Normal_SRR28602761,Normal_SRR28602767
0,0,0,0,0,0
4,5,0,0,0,1
12,19,0,25,25,11
0,0,2,1,2,0
0,5,13,6,0,1
0,0,0,2,1,0
424,298,604,561,702,635
10,3,0,35,32,12
0,0,0,3,0,4
335,313,1271,547,527,557
185,152,93,157,164,28
63,18,103,31,79,197
4697,2577,3805,2392,1930,1994
1179,761,2328,5103,19655,24260
1692,694,584,391,350,560
6,4,0,64,80,24
1057,322,123,244,271,300
16,7,0,4,11,10
0,0,0,0,2,2
4,5,9,22,55,64
0,0,0,0,0,0
0,0,0,18,13,8
0,0,0,8,8,3
0,0,0,0,0,0
0,0,3,0,0,6
3,0,8,0,3,2
2,2,9,4,18,2
151,90,53,2,6,2
0,2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3645,2617,2720,4296,3512,2487
36,40,32,130,78,66
8191,7197,2879,1617,1520,2013
1787,1221,1119,1258,1629,1342
10,0,4,6,0,2
12200,4279,583,2893,6185,12056
0,0,0,0,0,0
148,32,1472,1157,806,913
4,10,22,1,9,6
2,0,1,0,5,0
2,0,8,0,0,0
0,0,0,0,0,0
1308,1473,569,3912,2154,1310
0,2,1,0,0,0
0,0,4,15,7,4
2,4,0,0,0,0
2,0,0,0,0,0
0,0,0,0,0,0
68,0,48,62,10,8
28605,15847,9419,3616,3372,2625
5,2,3,9,26,8
6332,2907,2790,1390,1652,1917
1003,107,1362,1210,4180,4903
3295,2365,1774,595,333,478
2,0,0,0,0,0
12,0,0,29,34,18
114,31,0,476,581,361
6,2,11,20,10,24
12,8,0,3,10,0
0,1,11,1,2,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
99,393,101,188,113,91
70,51,2,8,8,2
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,3,6,4
0,10,0,4,6,4
0,0,0,0,0,0
45,11,65,15,33,97
0,0,0,3,0,0
0,0,0,0,0,0
0,0,0,43,31,4
141,10,24,0,4,8
0,0,0,0,2,0
0,0,0,0,0,0
0,0,0,1,2,0
0,0,0,0,0,0
0,0,0,0,0,0
274,136,12,130,78,71
450,224,73,65,87,76
35,28,0,12,7,12
426,219,38,147,239,331
70,44,0,103,177,122
2,4,0,0,0,0
12,0,0,3,2,1
0,0,0,4,2,0
4945,2465,2218,4038,5209,6560
24,2,32,0,5,9
0,0,0,0,0,0
0,1,0,0,0,0
0,2,0,0,0,0
2,0,0,0,0,4
0,0,3,0,0,0
17,2,5,3,2,11
9674,5877,4222,922,980,1693
0,0,0,0,0,0
0,2,0,4,0,0
6230,2180,4903,2901,5062,9321
152,109,115,311,391,158
0,0,15,2,2,0
32,8,0,7,5,2
0,0,0,0,4,0
1409,1275,2925,4339,2904,2297
12208,5616,1783,838,1401,1815
184,51,102,5,7,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,0,0,0
0,2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,11,12,2
0,0,0,0,8,4
0,0,0,0,0,0
2,0,0,0,0,0
0,0,0,2,0,0
6927,3142,512,984,1033,1123
666,196,55,1121,881,314
2,4,5,1,2,29
8,0,52,4,4,6
18136,5972,2608,1046,1785,4474
16,9,0,5,8,16
111,232,20,26,12,2
211,911,344,6481,2460,1764
2895,3045,85,1198,1051,883
3958,1617,605,2487,2408,2448
18,77,29,14,25,10
10,35,0,1,0,3
2,2,0,3,0,4
2,0,0,0,4,4
6461,3601,8183,2606,2185,1957
1617,1752,1128,1963,2825,4489
4,0,0,2,2,0
0,4,0,2,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
20,17,0,6,1,14
0,0,4,0,0,2
13420,8017,6043,6589,4933,6382
151,352,13,73,50,30
0,0,0,0,0,0
171,44,0,183,93,59
593,356,401,8394,7376,3291
4,0,0,19,13,9
2,6,0,0,0,2
3570,1468,417,6252,4325,2437
13,2,26,50,32,6
622,317,939,625,770,770
5951,4165,3467,4437,3244,3111
504,216,173,352,327,265
0,0,0,0,0,0
18,12,0,14,20,24
22,15,0,40,62,39
0,2,0,29,6,0
6,23,0,6,4,3
0,0,0,4,0,2
0,0,0,4,2,3
7055,3429,4254,2235,2303,2065
0,0,0,0,0,1
4611,2270,5415,2387,4954,5494
4,2,0,151,155,119
1071,933,271,2742,6258,6596
0,0,0,0,0,0
15,0,84,357,282,461
0,0,0,3,12,4
0,0,0,185,256,74
0,0,0,0,0,0
0,0,0,0,0,1
4403,3391,2255,1754,2554,2984
4,0,0,0,0,1
3258,1048,1840,1473,1873,2469
0,0,0,0,0,0
7400,4805,10013,23688,28077,29414
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
2317,1153,2176,2225,2471,2035
1012,782,1188,954,1081,742
13679,8296,13563,3699,5178,7485
99,64,207,263,438,215
1927,1185,916,862,1094,1621
2527,1378,1261,848,1429,1689
517,383,607,1429,968,541
0,0,0,0,0,2
0,0,0,137,58,12
6,1,0,72,47,0
0,2,0,27,10,5
0,0,0,3,4,2
0,0,0,0,0,0
90,69,20,8,28,17
5,0,11,4,0,2
4,9,0,7,3,5
0,0,0,0,0,0
661,147,224,98,239,1513
0,0,0,0,0,0
0,0,0,0,0,0
1956,1189,1092,709,969,1022
0,0,0,0,0,0
750,476,860,1213,1395,2575
15,2,14,17,42,79
8900,5097,2836,3320,4838,6971
16,13,32,80,46,78
0,0,4,0,0,2
1703,1915,1965,1052,1503,1454
69991,72022,28656,7433,12611,10894
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,8,0,0,0,0
0,0,0,0,0,0
0,0,2,0,0,0
0,0,0,0,0,0
8527,4961,2694,2319,2403,2192
7437,3555,4028,2927,2610,2499
7,2,7,1,3,4
0,6,0,4,2,0
0,0,0,0,0,0
0,0,2,0,0,0
3,0,0,0,4,2
83,14,94,49,67,64
0,0,0,0,0,0
10243,5914,1285,766,1058,1397
4487,3387,3758,1913,4696,4884
2190,1404,1208,1195,929,1220
38,41,87,154,127,132
2,0,16,2,4,1
569,399,379,1020,1085,1100
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1691,631,831,157,245,464
15,9,68,8,4,9
0,0,0,1,2,0
8,8,18,2,0,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,10,5,14
0,0,0,3,9,13
25,26,6,58,30,12
2590,2236,1971,2517,2460,1794
2,0,0,4,3,0
11,2,0,1,0,2
0,2,0,64,40,12
0,0,0,0,0,0
31740,17320,13876,8837,8205,12860
0,0,0,0,0,0
0,0,0,0,0,0
2,4,0,16,5,8
1101,1758,315,725,1782,2644
6,1,0,60,64,30
1547,1031,418,11321,22070,28727
22,16,28,16,10,2
2694,1570,2178,782,1307,2198
401,85,341,315,412,351
0,0,0,0,0,0
379,176,482,338,450,788
4588,4687,3176,9996,8327,6793
15,2,7,6,4,5
4055,1875,3529,3566,5954,5739
99,129,7,206,171,136
5,6,6,23,37,44
14,2,9,28,35,17
44,32,30,29,43,34
9479,3990,10366,7628,6098,3972
368,9,225,3365,1570,855
0,0,0,0,0,0
2359,950,1944,559,448,758
11247,5258,3361,2956,3218,3911
3129,1665,5331,3278,3267,2788
0,0,0,0,0,0
0,6,4,16,22,4
4,4,1,6,6,6
0,0,1,0,2,2
109,16,168,389,272,237
48,10,23,120,109,52
39,439,53,7,37,123
0,0,0,1,0,0
0,0,0,0,0,0
3682,1285,2974,1310,900,757
1798,1590,1188,4666,24805,33198
2493,1233,439,1728,1506,1467
373,1174,977,1564,1923,2192
233,16,533,1643,933,2297
2,0,0,2,10,4
3,14,2,3,2,1
32,8,56,1113,1131,380
0,0,2,37,54,13
6,0,8,82,78,38
2152,1402,1625,4432,3385,2814
4696,3435,3805,4531,4429,3682
0,0,0,2203,1244,147
2,14,4,12601,5978,588
116,52,56,3235,3554,1226
0,0,0,0,0,0
0,0,1,15,11,24
0,0,0,0,0,0
0,0,0,4,2,0
0,0,0,0,0,0
2907,2165,1327,1439,1912,1673
8,0,0,844,441,96
1314,1099,2495,1090,689,529
5040,4478,3374,1270,1603,1231
3480,4064,4400,3462,4083,4510
0,0,0,0,0,0
6,0,0,50,21,12
0,0,0,0,0,0
0,0,0,2,0,0
0,0,0,2,0,0
0,0,0,0,0,0
0,0,0,1,2,0
0,0,0,0,0,0
2,0,10,2,0,0
0,0,0,0,0,0
463,548,730,544,689,381
439,323,125,406,419,431
6,0,0,0,0,0
0,47,6,20,23,38
0,0,0,0,0,0
0,2,0,0,2,6
0,0,0,0,0,2
0,2,0,0,4,0
0,0,0,3,2,0
0,0,0,0,2,0
0,5,0,0,0,0
512,0,359,29,75,129
3264,2142,978,4098,7920,13403
0,0,44,2,6,1
3892,2908,1238,2743,3341,4145
5310,3698,1861,1405,1463,1337
0,0,0,6,0,0
2,0,0,0,1,0
2,2,36,0,5,0
2,1,4,5,8,9
3,16,0,47,44,21
5872,3973,3430,3264,3887,4021
2,4,39,0,0,0
4,0,14,0,0,2
2,0,3,0,0,0
18,2,8,6,4,0
0,0,2,0,0,0
3,2,10,2,0,0
588,457,542,1198,1467,1636
6612,1376,1206,3549,3604,3994
34,17,12,0,0,2
1412,195,405,221,340,179
5035,6073,806,6296,4956,5198
3531,1464,315,955,656,426
2,5,0,0,2,2
1099,1432,454,638,531,441
0,0,2,0,0,2
18,7,23,28,24,20
2,0,5,10,7,0
0,0,0,0,0,0
3430,2904,1654,1828,1051,817
0,1,0,0,0,0
22,15,3,19,30,42
1,6,0,0,0,0
4,0,10,6,0,4
2603,3663,860,42250,25171,4441
0,0,2,0,0,0
139,596,49,3512,2136,655
0,0,0,0,2,0
1023,509,406,3060,4951,7697
16,13,0,33,37,18
456,121,13,353,218,182
1099,77,18,1559,1997,2084
0,0,0,2,54,74
2685,1223,281,1348,1164,887
18,9,10,10,8,2
40,18,978,3623,3827,10894
7,2,14,0,0,4
0,0,0,0,0,0
4126,2853,385,296,359,644
24,52,0,6,4,14
0,0,0,0,2,0
0,0,0,0,0,0
569,858,1442,268,146,74
7,5,7,21,13,13
0,0,0,0,0,0
0,0,3,0,0,0
0,0,0,0,0,0
376,208,149,46,40,15
5,6,4,4,8,4
8842,4106,75,628,1156,214
6884,5375,2507,5194,7017,8833
473,236,359,840,1824,2129
24,26,128,61,639,883
1063,573,843,2506,2495,2437
6,4,0,0,4,0
2,0,2,0,0,6
0,0,0,0,0,0
7,19,0,2,0,0
10,6,0,2,1,1
4,0,24,0,0,0
0,2,0,0,0,0
0,0,0,0,0,0
0,25,0,27,6,1
2,0,8,0,0,0
19145,16000,8546,3776,3984,3515
4587,3305,2365,585,703,1280
1171,703,659,312,365,443
5405,3241,2408,950,1051,1184
6,22,12,14,16,12
6,23,0,267,166,47
440,488,113,922,749,635
2313,2323,1628,5284,13410,17699
8720,6167,3822,2029,1717,2349
26,8,42,41,90,87
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
390,196,294,177,106,42
2,0,0,6,4,2
0,0,2,0,0,0
2,0,0,0,0,0
0,0,0,0,0,0
9,5,9,14,14,0
14,0,2,57,28,26
0,0,0,0,0,0
19,4,36,168,132,26
0,1,3,9,0,1
2,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,0,0,0
0,0,0,0,0,0
4,2,0,7,4,4
0,0,0,2,0,0
6081,4836,899,3016,2077,1117
194,36,214,453,442,542
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,0
0,0,0,0,0,0
0,0,0,6,2,2
0,0,0,0,0,0
0,0,0,13,10,0
291,202,245,191,264,266
6481,5199,3394,4961,4784,5310
4,0,591,30,48,4
4562,3433,1507,2293,2597,1466
0,0,0,0,0,0
13,4,4,5,2,3
15,11,4,5,13,21
2369,958,4685,3840,7461,6890
2,26,4,71,88,10
527,12,1479,233,607,1373
0,0,0,4,2,0
268,138,338,1349,3263,5701
2,4,0,4,7,1
2,18,0,436,302,32
0,0,4,2,2,0
425,176,242,928,858,526
0,0,0,15,40,14
0,0,0,0,0,2
0,0,0,0,0,0
0,0,0,4,4,0
0,0,0,2,0,0
0,0,0,10,2,0
134,33,33,824,464,214
866,456,286,6217,7771,9279
556,366,95,4215,2633,733
857,516,904,418,630,699
6,10,10,79,147,196
1077,323,827,320,692,977
18,1089,2437,43,38,8
7437,4485,5514,4845,5817,5541
9488,7004,3917,2189,2869,4154
0,0,0,0,12,9
4972,1296,2606,2168,25887,32576
43,109,202,557,3793,2786
61,382,55,1541,2323,1502
0,10,8,18,101,53
1148,668,2638,14296,129488,193411
3549,4013,1537,6046,13327,18453
83,206,10,6532,3888,371
8595,3210,610,1858,3252,4146
0,0,32,0,5,4
66,35,276,76,209,170
7595,17526,2673,43001,51760,24935
6,12,224,420,88,20
0,0,0,0,0,0
0,0,0,3,1,0
0,0,0,6,2,0
0,0,0,2,0,2
0,0,0,0,0,0
0,0,0,8,0,0
0,0,6,28,0,22
1158,653,1204,654,1104,948
4,34,18,3347,2628,1104
58235,52227,8582,8866,12285,14361
2,2,0,28,16,37
472,366,122,575,736,878
407,409,266,628,515,780
527,734,20,661,2401,1478
0,1,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
2,4,0,2,0,4
0,0,0,4,0,0
13,2,0,0,0,0
14659,12298,396,3461,3567,679
4,0,6,19,19,0
175,146,13,116,93,1
0,0,0,0,0,0
673,18,1707,430,696,1810
0,0,0,6,10,2
12663,6991,4648,2361,3678,4729
6395,2997,740,1432,2103,2473
7997,8658,455,5700,15312,20813
421,552,789,27178,158832,250104
0,0,0,0,0,1
2402,697,1870,443,420,442
51915,47694,1102,216,60,102
10,4,0,0,0,0
0,2,0,0,0,0
0,0,0,0,0,0
8,9,0,0,2,0
0,0,0,0,0,2
0,0,0,4,0,0
58,20,240,175,933,1606
0,0,0,2,6,48
0,0,0,0,0,0
317,139,241,70,200,258
41,33,8,6,20,18
8828,4286,1094,1162,1878,2083
8,4,6,2,0,0
114,63,14,43,72,29
63,38,22,74,74,43
37881,23483,20573,21212,44144,41492
0,2,0,2,0,0
3,0,0,2,0,0
82,85,2,76,132,124
1275,1328,128,402,657,336
0,0,0,0,0,1
0,3,0,0,3,7
1,2,0,6,3,6
19,24,0,56,83,104
0,2,0,0,2,2
0,0,0,0,0,0
2757,2399,265,5286,11447,23885
1526,1271,304,816,1050,1487
5,4,2,13,27,57
2,2,0,0,0,1
30,14,0,4,17,15
1566,946,217,1390,3720,6992
45,45,12,140,198,101
45,30,18,249,232,221
3593,2015,1614,2101,3671,5186
7482,3085,479,265,385,637
2,0,2,63,38,4
1425,1326,2045,2356,3048,3176
3703,2116,1549,1362,1372,1386
0,4,11,1,1,0
30,40,50,4049,3047,751
377,366,392,2155,2272,1391
0,0,0,4,2,6
0,0,0,2,0,0
0,0,0,0,0,0
16,299,156,121,108,22
2204,1947,1113,1657,2205,2975
3,0,0,0,0,0
0,1,0,0,7,12
0,6,4,0,0,0
0,0,0,0,0,2
8,2,20,2,4,1
8881,3138,1714,1870,6396,6747
0,2,0,23,33,18
10563,7249,1911,2004,1784,1873
24,54,0,58,58,29
4062,3540,953,3825,3175,2620
52,75,41,290,150,227
792,12,0,829,570,115
0,0,0,0,0,0
0,2,4,10,8,8
4,0,10,6,0,7
6,0,0,4,8,0
0,2,7,0,2,2
0,0,48,32,22,114
0,0,0,2,0,0
12,37,15,3,28,29
267,9,122,279,293,436
143,103,77,9,20,29
0,0,0,4,2,0
26,16,15,9,11,8
0,0,0,0,0,0
10,6,21,1,9,10
56,90,100,48,99,94
1240,607,1279,883,1495,1482
245,603,9,189,245,244
188,82,3,29,36,46
9362,8513,3490,1709,2032,2661
0,4,0,0,0,0
2,0,6,6,6,9
0,0,0,0,1,4
0,0,4,0,0,0
2,2,0,0,0,0
0,0,6,0,0,3
0,0,0,0,0,0
0,0,0,8,4,0
0,0,0,0,0,0
1,0,27,28,20,5
79,38,0,222,105,41
1460,1650,749,2323,2198,1597
146,159,43,370,212,103
2,2,3,18,27,8
0,0,6,13,2,4
0,0,4,2,0,0
0,2,32,0,2,6
5299,3190,1834,1859,3496,4489
0,0,0,26,34,12
3964,3563,1236,1370,1533,1555
291,148,151,6,4,0
568,489,1217,327,1241,5330
4081,2888,682,645,591,505
0,0,0,0,0,0
0,0,0,0,0,0
0,3,0,0,0,0
0,1,0,0,0,0
0,0,6,0,0,0
0,0,0,0,0,0
0,2,2,2,2,0
11,19,29,235,151,49
0,0,1,0,0,0
0,0,3,0,0,0
9,0,4,4,2,5
1205,946,293,613,847,481
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
0,1,20,0,0,0
0,0,8,0,10,0
73,37,70,849,1097,1021
4,2,23,35,66,80
2,0,0,15,2,2
0,4,0,0,0,0
1550,847,975,203,356,388
2,0,0,0,0,0
40,7,1,30,53,2
7459,4030,9177,1446,1787,1554
32,47,95,15,6,13
17,4,37,0,0,1
10763,4900,8063,5299,5265,6052
0,0,0,10,16,2
0,0,0,1,1,0
822,783,918,636,952,1051
0,0,0,0,0,0
6864,3886,2453,1268,1980,2632
3073,1028,1328,857,1052,699
0,0,0,0,2,0
2,0,0,0,0,0
0,0,0,0,0,0
0,0,0,3,4,0
0,0,0,0,8,0
2,6,0,5,5,12
17240,8546,903,1366,1636,2774
0,0,0,0,8,14
0,0,0,12,48,31
0,0,0,4,12,6
0,0,0,0,0,0
0,0,0,2,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,9,6,4
0,4,0,2,9,10
34,4,0,87,104,193
0,0,0,0,0,0
160,96,4,421,430,784
0,0,0,0,1,2
26,2,0,3,0,0
3128,2,0,0,2,2
44,19,10,185,122,21
0,0,0,3,0,0
2,0,25,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,0,10,43,9,15
32,2,286,12,10,0
0,0,0,0,0,0
0,0,0,0,0,0
5,0,24,4,0,6
0,0,0,0,0,0
5,0,6,100,32,91
0,0,0,0,0,0
0,0,1,2,0,0
2,0,0,14,32,6
0,0,0,0,0,0
0,0,0,0,1,0
2,0,0,1,2,7
10,13,4,6,7,17
20,4,2,226,359,354
0,0,0,0,0,0
7,0,0,2,2,2
0,0,0,0,0,2
0,2,0,0,0,0
2915,932,150,624,846,1190
0,0,0,0,0,0
14,0,4,4,2,2
29,16,0,5,23,39
71,18,0,0,3,0
4,0,0,0,2,2
0,0,0,3,0,0
78,10,26,101,156,140
40,18,18,21,52,60
2,0,0,0,0,0
288,42,0,226,317,269
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,0,0,0,0,0
53,8,44,70,80,117
0,0,0,0,0,0
4221,5887,2286,8061,8363,9178
2,0,6,0,2,0
0,2,0,0,0,2
2,6,2,109,50,123
2,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1166,1030,1457,1082,1022,889
0,0,0,0,0,0
52,26,0,8,16,13
2,0,0,0,0,0
16,12,0,8,5,8
4,6,0,6,15,17
16,2,0,9,18,7
3255,2926,679,311,460,624
0,2,0,0,0,0
120,169,0,126,87,82
248,34,68,24,42,68
0,0,0,0,0,5
9144,3332,88,881,3098,9074
133,20,0,2,0,12
0,0,0,0,0,0
79,25,0,112,113,199
12239,12202,217,1443,2209,1447
0,0,0,2,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,0,0
0,0,0,2,0,0
2,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,4,2,0,2,0
122,977,0,299,210,18
2024,2580,900,626,754,1333
0,0,0,0,0,0
0,0,0,0,0,0
4682,1059,46,432,388,572
3679,4233,795,7558,6521,1252
185,99,22,123,174,95
12277,4190,5124,163,89,177
6,5,9,0,0,0
2,0,0,0,0,4
0,0,0,0,0,0
0,0,0,0,3,0
2648,1528,1799,943,1130,1340
5237,3892,3756,1697,2243,2294
0,0,0,6,0,1
2,0,0,2,8,2
12,11,0,50,47,19
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6,8,7,20,30,20
1228,862,962,2678,5491,6001
3113,933,1710,3186,4804,6257
2,3,696,0,0,0
0,0,0,0,0,0
0,0,0,2,2,0
0,0,0,1,10,1
71,9,37,14,10,7
4,0,0,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3,0,9,1,3,0
0,0,0,6,0,4
1,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,0,2
0,0,0,0,0,0
124,40,198,8,10,14
10,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,0,0,0,0,4
1,21,5,0,1,8
1010,1537,153,5046,4107,2444
7,14,32,47,33,16
4554,1756,1240,1560,2471,3155
2,0,24,0,0,0
0,0,0,0,0,0
13288,8605,5573,4847,27727,56572
190,218,20,18,32,52
632,433,1182,8038,6866,7238
0,0,0,14,2,0
2,4,6,10,6,0
94,102,276,1181,1557,1805
727,773,511,977,7281,10601
1689,1093,937,2452,2976,2082
218,102,40,305,190,30
0,0,0,0,0,0
1613,825,1287,1142,927,1026
6072,4046,3557,1588,1460,1744
7990,6230,3596,3380,4427,4817
1895,2030,1913,3273,3471,3529
0,2,0,0,2,0
8,4,17,2,3,0
207,203,78,696,3126,2221
2,2,17,0,0,0
12,14,37,36,32,23
6964,4264,17373,17347,37133,83564
14941,7344,4577,1753,3316,4833
1692,1417,790,702,3119,3986
23,20,6,4,4,4
21,34,18,2,8,33
0,0,0,0,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
336,340,337,6317,4095,2569
82,1285,44,5550,3132,666
2,6,2,7,6,4
1263,1141,725,3483,8215,10064
0,0,0,0,0,0
0,0,0,2,0,2
0,0,0,0,0,0
0,0,0,0,2,1
0,0,0,4,37,18
0,0,0,0,8,15
8,32,108,165,135,45
0,0,0,2,2,0
1123,927,957,3527,4575,4499
4,54,0,28,26,2
520,6,1130,1139,1715,2784
1971,1180,2550,582,1151,2196
8,126,16,9653,4144,720
0,6,0,3,0,0
2,0,0,136,81,28
14,2,0,316,255,81
0,0,14,3,44,13
151,238,163,1051,1692,1438
42,4,29,117,89,221
2,0,0,8,12,0
6,0,0,26,4,7
0,0,4,0,1,0
13,2,4,46,14,0
0,0,0,0,0,0
14,0,20,7,6,0
2,2,20,7,4,0
14,52,101,59,30,11
8,0,13,82,406,313
0,0,0,88,110,24
9,22,54,20,9,30
21,30,101,34,17,22
72,69,4,37,138,168
112,43,43,29,46,62
0,0,0,18,85,374
14,0,12,38,52,299
34,28,28,35,28,59
16,17,33,24,41,45
14,0,23,4,23,14
0,0,0,0,1,0
0,6,0,0,5,10
0,0,4,2,2,2
168,103,143,92,274,476
4,2,25,612,669,296
66,56,57,38,49,39
0,0,0,0,0,0
153,117,253,121,276,314
91,11,86,25,54,51
24,9,62,55,93,147
0,2,164,0,4,2
0,0,0,2,2,4
26,0,13,22,8,2
381,212,1392,1410,1523,1630
18,0,0,169,110,94
2,16,0,56,41,43
4655,5181,2130,1656,2439,3273
97,0,103,51,89,190
121,35,21,139,236,212
231,142,125,158,243,164
0,0,0,0,0,0
16,0,0,0,1,4
176,236,224,369,239,366
454,410,493,8,7,18
0,4,13,9,10,9
42,18,11,59,71,70
0,0,0,0,2,2
225,128,155,94,219,395
96,69,59,40,27,11
396,127,51,366,924,1764
0,0,14,10,0,10
0,0,0,0,0,0
0,0,0,0,0,0
0,0,6,8,6,11
0,0,27,334,334,87
0,0,0,4,6,0
0,0,0,0,0,0
0,0,0,0,0,0
2,0,0,0,0,0
0,0,0,2,0,0
0,0,0,0,0,0
0,0,4,6,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,38,0,0,0
0,0,15,12,2,0
0,0,0,0,0,0
2,4,2,6,2,0
0,12,30,125,27,6
0,0,14,4,0,0
4995,4427,2954,2023,2470,2718
6,10,0,490,338,64
0,0,0,58,117,15
0,0,0,1,0,0
0,0,0,0,0,0
59,17,46,150,165,60
1980,1324,737,394,390,474
0,0,0,0,0,6
0,0,0,5,2,0
42,25,14,150,249,295
30,73,34,28,10,14
0,0,0,0,0,0
0,0,0,0,0,2
0,0,0,0,0,0
0,0,8,0,0,2
1,0,0,2,2,0
459,2064,665,4220,1477,462
0,0,0,0,0,0
0,0,0,0,0,0
1813,894,629,1157,1801,2632
32,22,39,58,123,97
0,0,0,0,0,0
0,0,0,0,0,2
0,0,0,0,0,0
9099,4514,3962,2973,9040,12113
0,0,0,0,2,6
0,0,0,0,0,0
1870,1361,2066,872,626,712
392,135,1637,483,719,1056
0,0,0,0,0,0
88,258,250,261,168,54
210,145,741,726,2677,3877
0,0,0,0,0,0
0,2,0,0,0,0
171,51,62,1023,392,199
2944,1597,1161,1028,1073,1330
30,10,0,2,8,3
0,0,0,0,1,0
3,0,6,70,45,194
0,0,0,2,7,4
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,4,0,0,1,4
0,0,0,0,0,0
0,0,0,2,0,0
0,0,0,2,2,0
946,367,78,62,87,113
2,0,0,4,2,0
0,0,0,0,0,0
1,1,6,10,6,2
0,0,0,0,2,2
0,0,0,0,0,0
332,212,61,522,607,498
279,113,45,96,93,153
310,139,343,135,374,309
6,0,19,4,12,8
0,0,4,0,0,3
2543,1461,1246,5107,17232,21535
0,0,0,0,0,0
625,806,183,818,599,204
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,0,0
2,0,0,2,2,0
0,0,0,0,2,2
2,0,0,0,0,0
8,0,0,4,0,0
0,2,0,2,2,1
0,0,0,1,0,2
6,5,0,2,0,0
0,0,0,0,0,0
0,0,0,0,2,0
0,0,0,0,0,0
11,16,0,6,1,0
28,30,0,10,0,5
0,0,0,0,0,2
1860,428,2422,1049,2243,3634
24065,17251,8183,5344,7373,10785
21,6,20,10,20,9
4,0,0,10,10,29
28294,36201,8259,43047,32639,13206
0,0,0,0,0,0
14536,10281,354,7833,8092,6013
0,0,0,0,0,0
0,0,194,6,10,20
0,0,0,0,0,0
97563,56697,25676,16430,21202,27147
10952,18602,2736,35113,11767,4468
0,0,0,0,0,0
56,8,125,691,672,1059
5732,2933,3098,2617,6542,9526
70,20,0,33,14,40
22,4,17,20,10,0
4,2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,2
2,0,0,2,0,0
175,0,19,64,112,330
0,0,0,0,0,2
4,0,0,0,0,0
50883,22807,14944,394,725,2306
0,0,18,5,7,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
7,17,431,90,36,3
0,0,0,0,0,0
2,0,0,16,14,4
1,0,13,0,2,0
2,3,16,0,0,0
2,0,0,2,3,4
81,44,19,4,21,38
0,0,0,0,0,0
2,0,13,0,0,0
0,0,0,0,0,0
0,0,6,0,0,0
0,0,0,0,0,0
0,0,2,0,0,0
0,0,0,0,0,0
0,0,4,0,0,0
0,0,0,0,0,0
0,6,0,18,6,4
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,0,24,2,1,0
12,21,1,19,22,11
0,0,0,0,0,0
0,0,0,0,0,0
