Tumor_SRR30510137,Tumor_SRR30510151,Tumor_SRR30510181,Normal_SRR28602760,Normal_SRR28602761,Normal_SRR28602767
408,211,203,180,343,336
0,0,0,0,0,0
813,772,359,198,554,888
0,0,0,0,0,0
0,0,0,0,0,0
152,30,22,365,178,62
176,386,0,399,199,18
11430,19127,601,107155,45380,5783
4774,2556,3705,1061,1282,1764
0,0,0,0,0,0
1879,1213,939,156,158,151
454,334,78,160,248,272
0,0,0,0,0,0
6,2,0,2,6,0
414,251,109,245,437,369
7,6,0,81,78,57
49,39,6,19,44,59
14,101,3,3,0,7
574,269,479,221,226,196
0,0,0,0,0,0
11,0,0,3,3,0
7,0,0,8,4,0
2177,2237,1256,2291,3112,2414
0,0,8,2,5,7
0,0,0,0,0,0
68,34,301,0,8,6
0,0,0,6,10,2
2916,747,3874,4599,4029,4515
90,433,161,39932,17114,2830
10,0,0,8,17,14
7617,5419,3043,16431,11088,1515
8642,11340,3046,12397,7076,5124
104556,81756,3,6560,3122,573
16,25,0,27,11,8
17,1,5,1,18,10
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,4,8,2,0,0
4377,3435,163,1393,1840,1647
9,15,22,31,19,3
338,142,270,19,43,83
2,29,488,60,283,1287
1523,965,1260,586,835,1161
2,1,0,6,12,9
3847,1697,1957,2800,2753,2873
0,0,0,0,0,0
0,0,0,1,8,2
15770,7111,4221,6290,3807,2772
68,59,78,25,20,32
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
5062,6207,788,3697,2238,511
2,0,0,4,2,0
2,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
54,84,181,445,188,104
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,6,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3,0,6,0,6,5
480,157,340,237,447,668
0,0,0,0,0,0
0,0,0,0,0,0
42,10,6,0,4,2
743,794,368,496,1614,1759
973,494,456,5450,59268,123101
6,0,0,0,0,0
0,0,0,0,2,4
937,461,889,4343,4159,3162
1958,1001,1487,2063,5737,7489
45,75,204,1068,6243,3501
2,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,2,0
0,0,0,0,0,0
0,2,0,2,4,0
0,0,0,0,0,0
0,0,0,0,0,0
2895,278,110,3582,1123,247
0,0,0,0,0,0
7789,3935,11151,3030,3250,3809
4,4,80,0,4,2
0,6,0,36,11,0
18,4,14,7,9,6
33760,25418,11992,136729,94209,42079
6,5,22,0,4,2
98,188,149,1285,1161,693
22,19,35,44,56,81
3594,1682,1967,3070,4191,5434
0,0,0,0,0,0
0,0,0,4,2,0
7318,4649,2458,1424,1623,1869
20,180,0,7876,3315,295
0,0,0,0,8,0
6146,3956,2258,1106,1154,1318
2164,1545,918,1073,1579,1862
0,0,0,0,0,0
10,2,0,4,0,0
288,0,1634,2723,3059,3519
170,16,624,1699,5829,10380
4,0,33,23,57,135
10867,10616,1910,3010,3547,3468
4002,2750,1930,4687,5727,6572
19,0,0,0,0,0
26,8,14,10,10,6
5470,3646,2009,6114,12795,15119
3024,1287,1242,1240,973,1070
0,0,0,0,0,0
12,133,647,586,5330,7237
0,0,0,0,0,0
94,20,82,40,59,28
4,12,1,17,26,10
0,0,0,0,0,0
43,54,31,177,214,157
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,10,0
0,0,0,0,0,0
0,0,0,0,0,0
138,183,22,1325,1014,937
0,0,0,0,0,0
2,2,0,181,58,4
0,0,0,0,0,0
227,205,495,501,480,560
1,0,2,3,1,0
56,36,182,743,1331,1678
316,280,144,2222,1716,298
0,0,0,0,0,4
0,2,1,2,0,0
4,6,8,19,69,46
6,6,2,0,0,0
0,0,2,4,0,2
0,0,0,0,1,0
2709,452,655,318,492,701
0,0,0,6,2,2
440,302,410,19946,16895,7430
28,8,0,41,20,22
0,0,64,50,16,16
1371,660,2565,2819,3098,3188
0,0,0,0,0,0
594,355,1702,554,935,1258
17,17,3,72,137,81
5,0,0,2,2,4
2,0,0,0,0,0
2,22,26,404,202,26
0,0,0,0,0,0
0,0,0,1,0,6
4,6,0,24,32,6
0,4,0,14,4,2
1342,618,2397,4859,8392,8047
539,265,653,3479,4399,4926
0,0,0,0,0,10
0,0,10,2,6,5
2659,820,4157,8186,12679,13433
0,0,12,0,0,0
897,452,1226,919,1387,1468
12,0,702,247,160,459
17908,12926,3739,5046,7208,8941
1,0,0,2,1,0
206,182,274,1311,1158,2273
1,0,0,0,0,3
10930,10423,1167,3138,5570,6217
1762,2946,1792,2374,3436,3892
665,777,127,6031,4192,698
59,8,275,192,343,893
1,0,38,6,0,8
2,4,0,0,0,0
288,589,2,2243,1954,347
0,0,0,0,0,0
0,0,0,0,0,0
0,2,9,9,35,3
437,571,267,212,242,265
1672,613,1487,3730,4436,4475
367,320,613,8887,8292,4456
0,0,0,13,10,0
223,180,114,2779,2088,344
10,14,4,0,2,0
527,18,1722,736,1004,2499
0,0,0,0,0,0
4185,3567,2903,5365,10803,8992
620,286,1525,1298,1328,1228
759,585,1182,839,2748,3801
4163,2982,7550,1198,1446,1922
0,0,0,0,2,0
4,4,0,0,3,3
2,0,0,5,4,0
0,0,0,0,1,0
98,28,13,24,27,11
85,249,129,3152,2009,766
5120,3284,4766,8627,9544,7824
1011,804,419,141,152,285
756,704,312,602,529,535
0,0,0,0,0,0
3274,3596,176,1493,1573,648
23,28,2,2,0,0
61,57,30,19,11,9
12,0,24,2,10,4
105,23,28,11,25,40
10967,3587,7098,1299,2205,3063
30,12,0,8,20,12
0,0,0,0,0,0
0,0,0,0,0,0
167,78,2874,351,929,2279
83,8,6,0,0,0
2,2,7,0,4,2
582,312,163,135,159,260
130,20,535,493,545,626
0,0,0,0,6,0
35,0,348,87,222,733
1898,1269,4149,5446,8004,8107
0,0,0,0,0,0
0,5,0,33,19,10
0,0,8,1,9,1
172,10,223,217,188,2
0,0,0,0,0,0
1,2,6,145,270,485
0,2,0,12,27,17
10,2,9,1,17,33
0,0,0,0,0,0
0,0,0,0,0,0
2584,1772,4876,2011,3261,4388
2,0,0,0,0,2
0,0,0,0,0,1
0,0,0,62,100,68
0,0,0,2,0,0
5036,3284,1130,499,587,725
5387,5134,1786,898,1862,2238
2,0,17,23,6,6
3,0,3,2,6,0
0,0,0,0,4,0
299,188,693,643,807,647
0,0,0,4,5,0
1,3,0,1,0,6
1183,1218,1014,2804,2373,2615
10,0,11,0,1,2
4,0,33,0,0,0
0,0,0,2,2,2
0,0,0,0,2,4
44,0,0,22,6,0
0,0,0,0,0,0
1520,625,1744,857,1215,1294
0,0,0,0,0,0
0,0,0,0,0,0
1,1,5,1,0,0
30,18,5,8,11,12
0,0,2,0,0,0
11,2,0,0,0,2
1,0,0,0,0,0
55,29,83,373,326,359
0,0,0,0,0,0
0,0,10,129,111,69
0,0,0,0,0,0
10875,7857,4929,3176,2733,2616
14,2,5,57,95,128
2228,1342,1182,2359,1860,1393
46,36,3,45,107,193
327,258,216,110,127,150
71324,39794,7625,17660,9764,5056
4015,2009,1892,2643,3038,2997
0,0,0,0,1,0
32,42,58,316,376,813
18,24,0,2,0,2
2735,939,608,225,220,295
792,272,318,28,56,54
529,333,344,238,220,216
0,0,0,0,0,0
0,0,0,0,0,0
0,4,0,2,0,2
0,0,0,2,0,0
6,0,0,0,0,2
333,427,52,1879,2188,851
32,10,74,16,25,90
2,4,0,4,2,2
0,0,0,1,0,0
0,0,0,8,4,8
7,3,8,534,701,414
0,0,0,0,0,0
1,4,2,1,1,2
2,16,0,1,2,0
0,2,0,0,0,1
1268,1090,1415,1112,1250,1511
1,0,0,0,0,0
4222,1546,1510,328,360,383
0,0,0,0,0,0
0,0,0,0,0,0
0,4,0,1,0,0
30,64,48,32,60,14
18,12,4,0,1,3
0,0,0,0,0,0
342,348,63,255,204,99
471,685,303,9670,5751,2433
44,4,3,4,2,6
0,0,0,0,0,0
6,6,8,0,2,0
0,0,21,0,0,0
2,4,2,3,3,8
237,2,8,23,52,91
5,0,0,0,0,1
0,0,15,2,0,1
348,6,22,4,13,8
0,0,0,2,0,0
0,0,0,0,0,0
2,0,0,0,0,2
0,0,0,4,2,0
10,0,0,2,1,8
844,663,124,1798,1602,1503
2183,2233,960,1779,1122,1224
0,0,0,3,8,4
901,743,2490,1012,1271,1312
6,2,27,1,8,12
0,2,11,2,1,8
0,0,0,0,0,0
0,0,14,6,0,0
0,0,0,0,0,0
1594,930,2281,1223,1214,1590
6,4,0,19,16,18
0,0,0,2,2,0
0,2,2,0,1,2
323,57,45,4,2,9
2,0,0,5,2,11
0,2,10,4,0,2
3,2,0,0,0,0
0,0,0,0,0,0
0,0,0,2,0,0
0,0,0,0,0,0
85,76,117,148,120,64
352,101,154,90,80,161
4502,3111,814,248,425,735
1,2,0,2,0,0
0,0,0,0,0,0
0,0,57,18,47,151
10795,8227,1204,1064,1111,1478
0,0,0,3,0,0
0,0,0,0,0,0
0,0,0,1,1,0
0,32,2,155,268,605
8,0,0,0,0,4
0,0,0,18,4,6
0,0,0,0,0,0
1659,511,1086,152,146,260
2,0,0,10,8,0
4103,2730,536,498,457,632
60,18,9,39,30,6
16,12,0,6,6,0
12212,7750,3968,12803,11242,9787
0,0,0,0,0,0
0,0,0,0,0,0
35,2,14,103,59,33
4,0,0,0,0,0
13,1,0,2,0,2
0,4,8,16,9,14
0,0,0,2,4,4
0,0,0,0,0,0
2,4,4,2,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
9,6,0,2,9,31
0,0,0,0,0,0
3,0,0,0,1,0
0,0,1,5,12,20
0,0,0,0,0,0
18,0,0,0,0,0
0,0,0,10,12,16
2800,1725,941,753,1178,1684
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,7,19,27
0,0,0,0,0,0
2,4,0,0,0,0
2,13,6,6,4,0
0,0,0,4,1,2
0,0,1,0,1,0
0,0,0,2,0,0
0,0,9,6,4,0
0,0,0,2,0,0
1,0,0,0,0,0
0,0,0,0,0,0
20,0,88,30,69,28
2688,826,760,642,1683,4823
0,0,0,1,0,0
2,0,0,0,3,0
0,16,0,17,20,13
0,0,0,0,0,0
2,0,0,2,2,2
2,0,0,0,4,2
0,0,0,0,0,0
0,0,0,4,0,0
0,0,0,0,0,1
0,0,0,0,2,0
0,0,0,0,0,0
0,0,10,2,14,23
0,0,0,2,3,0
18,2,0,16,16,0
0,0,0,0,0,0
4,0,0,0,0,0
1270,560,574,32,19,17
0,0,4,2,0,4
65,2,2,4,4,0
666,200,283,1244,822,919
52,20,68,64,86,88
4,0,0,4,4,0
2,0,0,0,2,0
1,1,1,4,2,4
11,40,32,13,26,27
0,0,0,3,2,0
55,46,58,83,222,286
0,24,0,14,6,4
0,9,1,14,22,92
0,0,0,0,0,0
4,0,0,0,0,0
0,0,0,0,0,0
34,26,37,28,87,307
0,2,0,91,25,7
4,2,10,164,135,284
13,2,1,4,0,0
92,0,34,42,21,50
0,0,0,0,2,0
0,0,0,0,0,0
0,2,0,2,0,0
0,0,0,0,0,0
0,2,0,30,31,34
0,0,0,0,0,0
0,0,0,3,0,0
0,0,0,2,2,2
302,494,264,982,442,186
2,2,0,2,0,2
0,0,0,0,0,0
0,0,0,0,0,0
307,380,278,307,298,179
0,0,0,0,0,0
0,6,0,0,0,0
62,4,0,73,61,52
2,4,0,0,1,0
2,0,0,0,0,0
0,0,0,2,2,2
0,0,0,0,0,0
0,0,0,0,0,0
30,100,1061,269,165,138
4,0,0,0,3,0
2,0,0,0,0,0
156,130,1,359,347,166
0,22,8,542,367,57
2,0,0,8,4,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
1,2,0,12,18,17
4,0,0,0,2,0
0,0,0,0,0,0
32,84,18,651,537,220
0,0,0,6,0,2
0,0,0,0,0,0
0,0,0,0,0,0
1029,619,634,262,503,441
0,0,0,0,4,2
350,379,359,521,662,567
644,281,98,174,137,89
0,0,0,0,0,0
0,0,0,8,1,2
0,0,0,10,9,1
0,0,0,0,0,0
2908,1851,504,579,865,1105
0,2,0,9,3,2
20,17,0,18,28,8
38,12,32,36,20,8
0,0,0,1,0,6
0,0,0,9,3,7
20,2,2,62,12,11
0,0,0,0,0,0
29,4,0,0,0,0
2857,2568,576,2242,4189,4792
10,5,39,29,76,66
1366,601,192,269,327,389
2,5,0,2,2,1
10,12,1,2,0,0
3381,2916,3655,2750,2625,1685
617,482,223,200,302,341
816,598,1013,499,376,233
287,93,140,576,918,1131
660,241,842,6823,17763,22773
32,34,0,66,42,24
0,0,0,0,0,0
0,0,0,0,0,0
2,4,24,8,4,10
0,0,0,0,4,2
514,410,555,1132,1000,1278
38,14,54,99,287,358
0,0,0,0,0,0
3220,1851,954,1020,1624,2272
1883,202,3833,198,315,302
7,10,24,11,32,22
26,19,12,9,8,25
27,34,26,86,169,141
30,4,4,0,0,0
0,0,0,0,0,0
0,0,0,2,2,2
4931,2252,1252,2861,3622,3537
0,0,10,2,32,101
0,2,0,6,6,3
1510,670,1085,2146,2861,3146
0,2,0,5,25,13
0,0,0,0,0,0
506,345,717,2136,2943,2336
33,26,0,13,16,18
0,6,2,8,10,3
2479,2008,557,645,727,979
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,2,0
360,279,254,268,183,208
0,0,0,3,0,1
26,3,9,3211,1784,591
0,0,2,2,5,2
10,2,13,13,10,5
1216,1108,1346,1538,1140,1177
0,0,0,3,0,2
8,2,44,134,87,198
0,1,4,1,3,5
13138,26417,7635,24982,16733,9627
0,2,31,4,1,5
0,0,2,0,8,7
8,10,0,9,7,13
0,0,0,3,0,0
4,0,0,0,1,9
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,6,0,0,0
6802,3985,3688,3573,4196,4842
0,0,0,0,0,0
0,0,0,9,1,0
4172,3104,481,591,659,834
6,2,0,21,28,17
1980,1469,306,1495,3443,3890
13,6,8,29,31,16
35,24,47,48,60,50
0,0,8,0,0,2
0,2,9,6,0,0
5,3,3,22,25,22
3265,4174,975,1075,1357,1670
0,0,0,6,8,0
0,2,6,1,1,3
0,4,0,0,0,0
0,0,0,2,4,0
1730,1046,531,846,1130,1456
1632,785,621,295,311,480
1,0,0,0,1,0
32,4,4,144,163,144
1400,431,231,272,365,628
0,0,0,2,0,3
3226,3328,2442,859,2060,2840
759,163,92,264,238,142
0,0,0,0,0,0
2,2,1,4,5,1
0,2,3,0,1,0
11,4,30,6,6,4
11,19,2,0,0,1
0,0,0,0,0,0
4,13,4,7,3,1
2,2,334,1,2,0
0,0,0,38,6,2
0,0,0,1,2,3
0,0,0,0,0,0
0,0,0,0,1,2
3,4,1,2,0,0
0,0,0,0,4,0
5088,4121,1580,793,959,1284
474,332,98,614,441,124
977,603,316,282,240,418
0,0,0,2,16,19
4,0,0,26,4,4
2,0,0,0,0,1
15,2,27,94,141,212
0,0,0,2,1,1
0,0,0,19,2,2
1123,670,574,4261,3939,4831
0,0,8,0,6,16
0,0,0,0,0,6
2854,1445,3626,2581,2664,1977
69,22,41,9,5,6
8,2,0,4,4,8
2,2,0,4,0,1
0,0,0,0,0,4
0,0,0,0,0,0
9895,6192,6420,3274,2638,3335
65,35,66,209,86,96
2,1,2,25,13,13
0,0,0,0,0,0
2,16,37,11259,16474,11173
3346,769,237,153,279,367
36,43,21,14,99,96
94,9,544,267,221,681
739,386,380,8681,9357,7774
0,0,0,3,2,2
6,0,0,0,0,0
52,10,332,528,972,2840
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,1,0
0,0,0,81,20,11
409,411,228,1052,928,1051
13,0,0,1382,11960,13202
12,0,0,0,2,4
87,152,12,5,10,2
30,47,14,49,22,8
0,0,0,0,0,0
64,43,119,3947,2920,2260
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,14,2,2
0,0,0,2,1,0
0,0,0,0,0,0
3404,1598,1771,1267,1462,1976
0,0,0,0,0,0
0,0,31,2,12,31
0,0,0,0,0,0
591,550,761,1811,1466,1246
17,36,0,4,22,13
2,4,0,0,0,0
0,0,0,0,2,0
27,10,37,4,9,27
1,6,12,12,34,25
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,2
4,2,0,2,0,3
3,0,0,0,0,0
0,0,0,0,0,0
6,2,0,14,4,3
2,1,0,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,3,3,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,0,6,0,4,0
2,0,1,1,0,0
0,0,4,0,2,0
0,0,0,60,563,291
0,0,0,0,2,0
10,2,0,6,6,4
0,0,0,0,0,0
0,0,0,3,0,0
0,0,0,6,0,2
0,0,0,0,0,0
196,29,685,625,539,1038
15,0,2,2,13,24
6358,2847,2971,3078,5499,8122
7022,4121,5030,5508,9033,8955
539,1766,28600,2455,1471,4502
0,0,8,1,3,6
1966,785,842,549,566,577
5196,3277,7812,9898,16429,16842
7079,5463,7111,7335,10627,9997
3958,2146,4972,2771,2700,2669
3389,1545,887,595,442,733
864,910,370,883,516,351
0,0,0,0,1,2
2,3,0,0,0,0
1188,975,142,1513,1160,1039
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3375,4365,3268,9338,3781,2587
21,36,93,5523,3066,1127
0,0,2,6,14,20
0,0,0,4,3,6
4,12,0,2,0,4
8026,7060,3914,55593,30687,13857
0,0,0,0,0,0
2,0,0,34,24,28
26,14,18,50,501,572
363,510,347,4017,5703,6064
0,2,0,8,11,7
5,3,4,5,2,1
2,0,0,0,2,2
4,0,0,0,0,0
210,395,433,1676,847,246
0,4,6,6,16,19
43,62,169,271,435,452
2,0,0,7,32,28
3068,6870,4936,27606,51967,65272
0,0,0,0,0,0
0,0,0,0,0,0
40,170,537,248,313,235
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,8,2,1,0,2
2,2,0,0,0,2
0,0,0,0,0,0
1070,648,879,823,798,637
2,0,0,0,0,12
2,16,4,11,12,8
32,0,18,18,36,170
0,0,0,0,0,0
0,0,0,0,0,0
742,301,973,4864,7321,7444
0,3,0,2,8,26
0,0,8,4,2,2
420,357,618,1932,1907,1765
4,2,32,1666,1011,590
2,10,0,4,7,2
333,180,66,408,689,826
0,0,0,0,0,2
2,0,12,14,2,5
20,18,0,163,205,76
0,0,0,0,0,0
2,2,0,4,2,13
0,0,0,0,2,0
1,2,0,30,29,10
8,6,16,43,60,40
0,0,0,0,0,0
1004,724,377,2951,2477,2688
0,0,0,3,0,4
0,0,0,0,0,0
49,35,2,18,22,29
11,4,8,0,0,0
3454,1955,1869,585,778,1036
2353,839,906,573,900,1379
1041,316,337,200,176,323
8,38,2,13,13,32
0,4,9,18,50,70
0,0,0,0,0,2
34,0,4,90,106,59
0,0,0,0,0,0
9,3,2,6,25,9
4,7,0,0,0,0
888,621,973,708,1002,917
2,2,2,3,8,6
6,2,13,13,3,8
18,8,26,4,43,21
0,0,0,0,0,0
0,0,0,0,2,1
4,0,4,1,7,2
0,0,0,0,0,0
0,0,8,3,2,4
1330,883,4841,1688,1885,1485
3787,2040,6215,6563,8572,9809
0,0,0,0,0,0
3,3,2,4,7,16
0,0,0,2,4,0
0,0,0,0,0,0
326,113,118,175,137,175
0,0,0,0,0,0
1180,457,263,261,222,253
2,0,11,0,0,0
1783,615,503,780,849,930
156,48,34,144,181,202
109,26,37,58,102,126
0,0,0,0,0,0
1042,570,376,378,677,1008
1099,681,391,192,265,336
10,2,0,6,11,41
277,71,92,109,194,274
0,0,0,0,0,0
205,0,1019,3,34,37
0,0,0,0,0,0
0,0,0,0,0,0
6,4,155,31,59,110
0,0,0,0,0,0
3729,1871,2171,1095,1226,1943
0,0,0,0,5,0
3146,1946,1224,435,430,489
23,20,0,28,32,10
26,56,0,38,49,37
0,0,0,0,2,2
0,64,2,192,124,24
36,34,47,1555,1434,796
40,26,98,8977,8092,7192
0,8,6,13,14,3
98,1091,42,1812,966,261
15,60,72,114,154,124
0,0,0,0,0,2
0,0,0,0,0,0
28,2,85,5,18,4
10,9,48,0,6,0
0,0,0,0,0,0
0,0,1,0,1,0
0,0,0,0,0,0
0,0,0,0,2,2
2,2,0,26,37,44
0,0,0,6,0,0
0,0,0,0,0,0
0,4,6,3,0,4
6,0,0,0,4,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,6,0,2
3565,2031,493,902,1401,1755
2,6,0,0,0,1
0,0,0,0,0,0
5768,3675,1205,559,658,647
2,2,0,13,1,9
20,28,48,61,106,181
0,0,0,7,4,4
12261,5585,1398,727,1244,1871
42,16,17,4,4,2
2691,2811,820,1054,1809,1930
2,0,0,2,5,6
1,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,4,1,0
2,0,0,12,13,0
70,207,1867,466,318,385
2,2,0,10,4,0
979,777,979,383,673,899
0,0,4,2,5,13
0,0,0,5,0,0
0,0,0,4,4,2
0,0,0,2,4,0
0,4,0,2,38,16
612,156,446,219,202,136
166,80,537,973,1955,2982
2,4,2,2,0,2
0,0,0,5,16,0
201,61,83,17,3,13
2462,2019,1577,5151,7022,6872
6621,3067,984,722,1041,998
67,80,104,254,273,358
5613,3288,5835,8229,6328,4826
1662,837,800,1185,1742,1756
18,70,392,1326,972,1125
3838,2231,3935,1457,1601,1570
0,0,0,0,0,0
0,0,0,4,2,0
999,392,623,312,472,517
72,28,65,816,908,931
0,2,2,60,43,40
0,0,1,0,2,0
0,0,0,0,0,0
789,669,1197,1645,2144,1740
467,550,1079,1527,1502,851
0,0,0,4,2,2
2,2,0,8,7,8
38,33,52,110,63,18
2,0,0,45,34,35
214035,82599,285714,65573,131372,196365
0,0,0,0,0,0
42,31,36,8,10,2
0,0,0,0,2,1
2297,2007,498,688,1228,1183
0,0,0,0,0,0
2774,1772,473,1054,1298,1581
50,0,0,78,39,68
12,33,8,90,152,95
13,0,1,0,1,4
130,36,10,10,2,8
0,0,0,2,0,0
5,10,0,6,3,13
11,20,11,0,4,6
0,0,0,0,2,0
4,13,0,6,30,8
0,4,0,2,4,2
94,91,8,86,90,63
397,251,233,90,95,162
2,2,30,2,4,0
2,4,0,33,44,44
0,0,4,42,42,99
0,0,0,0,0,0
0,0,0,0,0,0
10,32,1411,8285,8027,5877
0,0,4,64,12,18
0,0,0,0,1,0
10,89,124,5810,4895,1322
186,2,1153,842,1647,1646
2,0,2,0,0,1
5643,3564,5479,3298,2570,2689
24,13,6,3,3,3
0,0,0,0,0,0
0,0,0,0,0,0
6062,4473,7098,3816,3959,4208
2488,1415,4396,3113,2716,1855
10,1,41,9,13,12
0,0,32,0,4,6
59,8,19,2,9,22
0,0,0,0,0,0
0,3,57,5,15,40
2,0,11,0,1,0
272,200,352,803,1764,1413
8,16,6,9,29,12
0,0,0,0,0,0
0,0,0,0,0,0
4,8,30,79,54,7
0,0,0,5,0,2
0,0,0,2,0,0
6,2,12,21,23,9
1918,1690,4852,15907,26297,24417
0,0,0,0,0,0
7234,3365,8489,1552,1553,1700
528,297,1878,1864,2191,1723
0,0,0,0,0,0
0,0,2,0,0,0
370,286,663,2240,1868,1053
7,4,60,193,268,154
0,0,0,3,0,4
0,0,0,0,0,0
44,20,104,954,927,830
431,270,99,1201,1585,1235
115,42,716,480,688,843
0,0,0,21,44,41
86,42,176,232,353,438
588,261,1086,2264,2073,2111
476,357,826,337,440,523
499,389,1646,3080,2934,1816
0,0,0,61,116,96
3,4,5,6,12,35
507,361,1830,14459,10958,8516
0,1,4,20,9,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,8,9,4
0,0,0,0,0,0
0,48,0,0,2,0
0,0,0,0,0,0
7,0,0,145,1222,1354
0,2,12,25,104,72
1639,1269,1327,2366,5208,3405
737,586,226,3774,6483,6362
83,67,44,34,12,20
9,16,30,37,142,154
1054,1027,2044,1726,1938,2251
0,4,5,8,10,10
0,0,2,2,19,13
2434,741,1342,3234,3913,3262
0,0,0,0,0,0
810,511,804,10965,12958,23328
10,16,14,8,10,17
7466,5199,6593,3328,4233,5457
1229,619,487,718,801,939
11,13,49,111,69,64
798,370,119,1213,1498,2445
0,0,0,0,0,0
6,0,4,2,2,0
0,0,0,0,4,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
680,539,206,187,195,320
0,0,0,0,0,0
2,2,11,20,10,26
353,240,694,3,8,6
0,0,0,0,4,1
0,0,0,8,0,5
13,4,14,10,19,20
0,0,1,2,0,0
16,22,8,13,41,30
0,0,0,0,0,0
2,0,5,2,9,4
2,10,2,26,12,22
2,6,0,0,0,0
6,0,0,0,2,9
15,2,1,0,4,10
5,2,0,0,0,0
50,13,81,18,39,69
5,6,0,7,2,6
20,23,8,11,9,1
618,378,577,349,406,417
3898,1715,844,506,529,642
60,4,29,15825,12051,3915
0,0,0,6,2,4
0,0,0,0,0,0
0,0,0,0,0,0
440,418,375,2438,2562,1204
4,0,0,12,3,8
0,0,0,0,0,0
154,89,287,201,214,211
0,0,0,0,0,0
0,0,0,0,0,0
61,41,166,325,366,235
3838,2057,4521,3420,4912,7404
988,695,1048,99,134,225
0,0,6,0,0,0
960,643,1258,1398,1210,1258
0,0,0,2,2,0
0,0,0,0,0,0
183,41,3353,142,244,285
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,0
8,32,13,27,22,27
0,0,0,0,0,0
382,356,211,194,229,388
0,0,0,0,0,0
0,0,0,0,0,0
33,21,0,53,77,104
2420,1226,647,410,481,640
6557,5960,1262,282,318,438
2,4,0,2,2,0
12,8,7,16,15,2
0,0,0,0,0,0
1161,562,462,200,332,435
2169,1367,546,456,425,582
1225,293,502,265,218,361
5278,1894,1113,336,387,366
4325,2880,1240,1056,850,1174
0,0,0,6,0,0
4897,2746,1257,1711,2438,2092
0,0,13,4,0,2
1294,1277,411,367,473,539
2,0,0,14,14,4
2604,3079,251,614,608,634
1,1,12,4,8,6
201,44,101,20,24,15
1833,649,307,288,530,562
915,957,11,2046,1540,842
1,2,0,0,1,0
37,26,12,49,30,43
1869,1249,284,295,573,642
12,7,9,24,17,50
11,0,3,10,7,15
27,65,19,8,13,44
16,26,0,28,18,8
0,0,0,0,0,0
64,0,226,56,120,114
7415,3733,1217,2019,2070,2890
17,2,0,1,1,8
0,0,0,4,0,0
56,34,60,49,53,87
2111,692,2146,945,1431,2095
0,0,0,0,0,0
228,187,226,906,783,416
241,112,158,228,107,134
21,4,0,59,63,38
18,18,39,16,15,48
2,5,4,0,0,2
0,0,0,0,0,0
0,0,0,1,0,0
0,4,1,4,6,6
0,2,0,0,6,5
128,0,1553,849,1423,4966
0,0,0,2,6,8
6,0,222,4,6,20
0,0,0,0,0,0
0,0,0,0,0,0
0,0,25,4,7,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
491,288,257,881,1158,1243
34,32,10,62,86,120
0,0,0,4,9,4
0,0,0,2,0,6
0,0,0,4,2,0
18,2,0,18,39,25
0,0,0,0,0,0
